Date;Open;High;Low;Close;Volume;Market Cap;MA(20);MA(50);MA(200);RSI(14)(SMA).11
2017;1042.9;1043.63;1022.37;1028.34;133484531.3;16717024915;935.5761429;916.7930784;720.6383433;76.18854714
2017;1027.34;1044.64;1027.34;1037.75;113484717.8;16762333454;945.4059048;921.6350392;722.4887612;78.006964
2017;1038.15;1061.93;1038.15;1061.26;130379906.3;17061730338;952.7350476;926.949;724.4596318;91.91987854
2017;1061.35;1078.97;1037.49;1062.99;181550142.4;17190497383;961.3075238;932.2463137;726.5117164;91.61703464
2017;1063.07;1088.99;953.344;992.935;266473874.6;16724473318;965.7594762;936.006;728.1899403;65.16118099
2017;994.383;998.905;946.691;989.841;320292798.6;15759021323;970.2737143;939.0996471;729.8249303;64.07479564
2017;988.674;1009.29;982.83;1004.15;138468881.9;16190892443;974.1945238;941.8308039;731.5672189;65.79111443
2017;1004.45;1004.76;996.921;999.095;77994253.82;16144778087;977.7889524;943.352902;733.2934478;65.04717784
2017;999.181;1002.1;976.002;991.026;79602618.47;16058780070;981.0947619;945.1668431;734.9686368;62.95653264
2017;990.642;1011.51;986.471;1004.58;116930831.8;16192991714;986.4420952;947.2842941;736.7072736;57.23902285
2017;1004.55;1008.84;1001.58;1007.42;109565172.9;16280711826;991.4955714;949.2525294;738.4509652;54.17388687
2017;1007.48;1033.37;1007.48;1027.56;100285827.2;16500635208;996.7228095;951.1134118;740.304199;53.66338368
2017;1027.44;1053.17;1025.64;1047.24;125479559;16778854589;1002.793095;952.5145686;742.4047015;54.21439181
2017;1046.21;1061.1;1046.21;1054.16;119479334.7;17128895718;1009.106286;954.0943922;744.6345075;52.7283076
2017;1054.42;1056.81;1043.46;1047.73;84642419.1;16998383619;1015.211619;955.7928824;747.1409154;54.73397918
2017;1047.87;1080.49;1041.69;1080.49;79101966.55;17064955079;1022.819333;958.0848627;749.6984478;59.36680897
2017;1079.98;1117.25;1076.93;1115.23;151632350.7;17685012642;1029.708619;960.3878627;752.3698657;61.27305996
2017;1115.3;1125.39;1100.55;1117.7;158114802.1;17978272043;1035.831762;962.268451;755.0686915;61.39241034
2017;1117.44;1176.62;1116.96;1174.63;140449146.3;18390776129;1043.591762;964.8282549;757.9884229;90.02251191
2017;1166.72;1200.39;1131.96;1173.85;300542034.7;19101340492;1050.501762;965.2264902;760.8800547;90.94967442
2017;1173.68;1174.85;1124.59;1143.13;196883670.1;18703608207;1055.29081;967.8247255;763.6271045;78.82350013
2017;1143.84;1167.47;1130.2;1165.57;133125041.7;18682792692;1061.825571;972.9888235;766.5004627;82.20355704
2017;1165.2;1181.98;1163.38;1179.03;115890369.3;18957409592;1068.55319;978.2919216;769.421791;85.62517054
2017;1179.97;1193.25;1171.82;1179.74;166211258.7;19122174591;1074.195095;983.582451;772.359005;84.88965023
2017;1179.97;1221.42;1179.69;1221.42;165318934;19360965290;1081.739381;989.8200392;775.5121642;86.91437246
2017;1222.5;1260.9;1215.62;1251.35;281175104.5;20013405607;1094.044857;996.5604314;778.8246269;87.34189888
2017;1251.01;1280.31;1250.71;1275.14;371834152.8;20503139440;1107.630524;1006.290902;782.3308507;87.51316829
2017;1274.99;1279.4;1230.51;1255.71;232846572.9;20534798044;1119.609571;1015.121863;785.7567114;81.86359756
2017;1255.15;1267.29;1238.06;1267.29;159470829.9;20309168247;1132.380762;1023.836549;789.1892488;84.15468857
2017;1267.12;1276;1264.6;1272.72;136216811.8;20597529241;1145.794762;1032.73851;792.6686517;82.68217212
2017;1272.83;1275.55;1204.8;1223.8;212690409.7;20209188488;1156.23381;1040.620314;795.9005672;67.60956305
2017;1223.54;1232.16;1148.08;1151.83;321602125;19335175815;1163.110476;1046.904725;798.7668159;54.51729889
2017;1150;1197.46;1141.23;1188.35;275023899;19021290582;1170.767143;1052.414569;801.7848955;51.91963286
2017;1188.49;1270.47;1077.25;1116.42;270583496.5;19425153404;1174.061429;1056.992059;804.446602;43.29887284
2017;1116.72;1193.83;1116.32;1175.21;549515569.4;18929135401;1179.825714;1062.399235;807.3738209;53.51307547
2017;1175.83;1226.98;1175.36;1221.39;234017260.4;19380316110;1188.095238;1068.798216;810.5470498;55.81070953
2017;1221.38;1237.37;1217.03;1231.75;309097648.1;19891930052;1195.298095;1074.875412;813.788995;55.52365785
2017;1231.92;1244.81;1220.72;1240.06;304416097.2;20017472281;1201.242381;1081.080275;817.0836816;56.22086548
2017;1240;1251.61;1239.75;1249.56;242288902.8;20197900295;1207.521429;1087.510784;820.4169005;53.10843054
2017;1249.61;1257.98;1152.44;1188.54;477139602.8;19900188875;1208.18381;1093.319686;823.493398;43.50774192
2017;1187.81;1187.81;1099.57;1099.57;716295673.6;18461300298;1204.646667;1097.207392;826.1086866;34.00739648
2017;1100.23;1114.07;957.655;973.313;591856656.3;17055437976;1196.560143;1098.296118;828.0949055;28.4672056
2017;973.818;1069.91;973.818;1038.05;558958687.5;16647414787;1190.487762;1100.615451;830.3868408;33.83115106
2017;1036.74;1063.03;1036.68;1053.31;342144305.3;17083194506;1184.501095;1103.198333;832.7648557;34.7361435
2017;1054.23;1122.43;1054.23;1119.92;304371954.9;17768541844;1181.652524;1107.127784;835.4894328;42.94690215
2017;1120.54;1120.65;1014.21;1049.38;347011225.7;17308488696;1173.460143;1109.650373;837.8468458;43.03046053
2017;1049.14;1058.01;1028.93;1038.33;309805721.3;16980444590;1163.316333;1110.979294;840.0379502;39.42797464
2017;1038.59;1040.47;934.358;935.192;335641121.5;16215891513;1147.128333;1109.922;841.6633781;37.7668005
2017;937.52;975.761;903.713;974.799;515419753.5;15175434108;1133.751619;1109.199039;843.4955274;36.1122545
2017;972.779;1007.96;954.186;964.909;336942430.6;15856667135;1119.352524;1107.947451;845.2592736;31.28556189
2017;966.725;1046.4;966.725;1046.4;324184139.4;16435272948;1108.575381;1108.022745;847.407806;37.74756075
2017;1045.77;1064.65;1027.73;1047.49;373652586.8;16979559620;1100.179667;1108.398235;849.5026169;37.14760532
2017;1047.15;1055.13;1015.88;1039.68;323618635.4;16823470211;1094.83919;1108.436078;851.5760448;35.96064056
2017;1039.97;1049.29;1020.04;1026.28;294159104.5;16803351867;1087.121571;1107.750196;853.5796219;38.4075159
2017;1026.43;1074.92;1026.43;1071.45;412114993.1;17044786380;1084.980143;1107.916078;855.8926617;47.85687067
2017;1071.79;1091.72;1061.09;1080.28;352716725.7;17462864784;1080.459667;1109.628725;858.2420846;59.92967252
2017;1080.5;1107.59;1075.45;1102.04;329828510.4;17675270293;1074.776333;1111.828706;860.6946169;56.45521199
2017;1102.17;1151.74;1102.17;1142.26;631703843.2;18437952252;1070.514905;1114.536745;863.3389254;58.54292882
2017;1143.81;1156.44;1120.52;1132.8;507484461.8;18552322316;1065.407286;1117.158412;865.9535622;51.38956017
2017;1133.25;1135.09;1113.63;1124.33;372516399.3;18290269307;1059.443952;1119.772216;868.5275124;59.33639938
2017;1124.78;1188.37;1124.78;1183.28;462829588.9;18802371427;1059.193476;1123.276137;871.3988756;66.13115031
2017;1182.68;1186.58;1163.39;1176.21;425674375;19062087293;1062.843;1126.585745;874.2163035;84.11745721
2017;1176.9;1184.98;1162.58;1175.65;259772184;19056046736;1072.478095;1129.489471;877.0343831;81.96523549
2017;1175.95;1197.21;1171.86;1188.05;195427494.8;19233284441;1079.620952;1132.250451;879.9147512;85.2311948
2017;1187.87;1190.34;1179.04;1186.58;237790038.2;19278273103;1085.967143;1134.846922;882.847607;79.61632722
2017;1187.13;1208.07;1187.13;1205.76;213989114.6;19472888909;1090.054762;1137.945549;885.880005;81.06378803
2017;1205.01;1207.14;1196.76;1200.85;238212826.4;19541973620;1097.267619;1140.305549;888.8550746;81.99722057
2017;1200.37;1205.89;1156.44;1169.01;331760947.7;19232746359;1103.490476;1141.360059;891.6731891;76.40312257
2017;1169.28;1190.8;1159.79;1167.81;296431496.5;19087997123;1114.567524;1142.342608;894.4938408;71.28844115
2017;1167.54;1188;1164.96;1172.48;218630489.6;19168053317;1123.980905;1142.300451;897.3014876;70.75081023
2017;1172.52;1187.22;1172.52;1183.19;192055550.5;19224833435;1134.375238;1142.483588;900.1723881;69.219838
2017;1182.94;1194.9;1172.65;1193.99;209076972.2;19251464916;1141.403333;1143.480843;903.1036965;64.23578623
2017;1193.91;1217.57;1193.77;1211.68;272997781.3;19687877654;1149.221905;1144.384961;906.1190249;70.76663858
2017;1211.67;1215.51;1205.08;1209.93;249810510.4;19692568944;1157.329048;1144.990843;909.105393;73.36244541
2017;1210.29;1240.79;1208.41;1229.01;296555982.6;19882597172;1166.982857;1145.956922;912.1653184;65.95269657
2017;1229.08;1235.94;1215.56;1221.54;297994753.5;19948986269;1174.13;1145.959275;915.2031592;65.76915049
2017;1222.05;1235.56;1208.47;1232.13;239769750;19961086564;1181.360952;1145.582412;918.2880348;68.36628512
2017;1231.71;1232.2;1203.94;1206.77;267381637.6;19869434390;1186.348095;1144.241824;921.2562239;55.61420345
2017;1207.21;1250.94;1207.21;1250.35;250969298.6;20023617055;1191.495238;1144.136725;924.4294229;65.26840013
2017;1250.15;1267.58;1249.97;1265.3;225315503.5;20503387221;1197.804762;1144.097706;927.6745423;64.55034213
2017;1265.49;1294.83;1265.49;1281.09;267342812.5;20832327325;1205.269524;1144.261824;930.9784726;68.61889735
2017;1281.08;1319.7;1281.08;1317.93;391933351.9;21206358837;1211.681429;1146.10751;934.455393;83.77177068
2017;1317.73;1331.28;1292.37;1316.84;500212295.1;21377949011;1218.378095;1149.343;937.9391393;83.81358624
2017;1316.48;1327.2;1315.21;1321.53;458149631.9;21567974760;1225.324762;1151.954373;941.4353781;83.81505513
2017;1321.79;1347.91;1314.92;1347.91;361906975.6;21565527585;1232.937143;1156.493392;944.949796;84.88943489
2017;1347.89;1434.32;1347.89;1422.5;559505677.1;22632430278;1244.171429;1161.342216;948.8616269;88.10405203
2017;1421.6;1473.9;1415.69;1452.84;627462531.3;23515799855;1255.937143;1165.880451;952.9221194;88.5856
2017;1452.82;1492.77;1447.49;1488.82;473923562.5;23921954688;1269.65;1170.921039;957.1435522;90.21717186
2017;1490.09;1608.91;1490.09;1533.93;726866115;25019062027;1287.027143;1176.683196;961.5985572;90.90031119
2017;1537.67;1618.03;1530.31;1555.89;1041419906;25881001355;1305.507143;1182.689667;966.1482388;93.16978696
2017;1555.45;1578.7;1542.5;1578.7;730011385.4;25528484231;1324.850952;1190.339863;970.8223831;93.37872681
2017;1578.8;1596.72;1559.76;1596.72;734935616.2;25702776385;1344.542857;1200.087902;975.5924876;99.72203096
2017;1596.71;1723.03;1596.71;1723.03;1338145243;27041680536;1369.735238;1214.788235;981.0277264;99.77045866
2017;1723.35;1833.49;1716.3;1754.51;1276492823;29065176745;1395.584286;1228.836471;986.617398;99.77818026
2017;1755.36;1788.44;1719.1;1780.69;997842652.8;28616954500;1422.763333;1243.098824;992.3278159;99.78277333
2017;1787.13;1873.93;1755.35;1847.56;847431449.5;29818166963;1452.218095;1257.366275;998.2519303;99.79503958
2017;1848.57;1856.15;1694.01;1723.97;740455055.6;29257381572;1476.143333;1270.593529;1003.560726;81.1113998
2017;1724.24;1812.99;1651.08;1796.03;712328076.4;28322378123;1502.995714;1285.450392;1009.242746;82.8746813
2017;1804.91;1831.42;1776.62;1804.8;462909909.4;29428815730;1531.473333;1302.501529;1014.95199;82.44634766
2017;1808.91;1812.8;1708.54;1741.64;552691618.1;28687166178;1554.868095;1317.537627;1020.241313;73.03794179
2017;1738.43;1785.94;1686.54;1735.58;885833211.8;28364050777;1577.262381;1332.648824;1025.453453;71.15177449
2017;1734.45;1864.05;1661.91;1828.84;1042104330;29184530053;1603.345714;1347.990784;1031.121642;73.42897304
2017;1839.09;1904.48;1810.05;1900.26;929347453;29950068900;1631.075714;1364.711765;1037.020045;74.35866746
2017;1888.65;2004.52;1888.65;1985.77;985780475.7;31896012908;1662.929524;1383.262549;1043.407657;76.3568363
2017;1987.71;2082.66;1974.92;2075.53;1032247422;32820314571;1698.834286;1403.836078;1050.246025;78.15060343
2017;2084.73;2119.08;2037.5;2042.66;1021048195;33574604430;1731.917619;1422.879412;1056.778692;74.84899142
2017;2041.2;2303.9;2017.87;2149.53;1659823507;35901483341;1766.538095;1443.845098;1063.795348;74.29202834
2017;2173.4;2320.82;2173.4;2320.82;1629465556;37210685297;1807.870476;1467.742745;1071.916985;77.82385253
2017;2320.42;2523.72;2320.42;2447.51;1546131597;39430403922;1853.522381;1493.335882;1080.594348;79.81720295
2017;2443.64;2763.71;2285.3;2323.44;2184829964;42136987705;1891.118095;1516.681765;1088.65398;70.24366588
2017;2304.98;2573.79;2071.99;2204.82;2112225243;39129052532;1922.019524;1537.867843;1096.082179;70.54194684
2017;2202.42;2260.2;1855.83;2027.72;1806832222;33531531662;1943.401429;1554.42549;1102.673408;59.0826767
2017;2038.87;2267.34;2038.87;2157.05;1430073693;35527733790;1970.08381;1573.657647;1109.872289;62.61631364
2017;2155.8;2307.05;2107.17;2248.67;941405114.6;36058892128;1995.114286;1594.697255;1117.46193;67.79714561
2017;2255.61;2301.96;2124.57;2159.44;1199369799;36879096943;2014.396667;1613.744118;1124.645915;64.05706933
2017;2175.47;2311.08;2145.57;2289.12;1612583333;36685579428;2038.607619;1635.362549;1132.470303;64.90486121
2017;2286.41;2448.39;2286.41;2401.8;1615621010;39031501459;2065;1658.814314;1140.911746;65.81825751
2017;2407.88;2484.62;2373.32;2481.16;1437146944;39588543261;2101.056667;1683.918431;1149.762856;65.6851384
2017;2488.55;2581.91;2423.57;2557.05;1357441736;41050941794;2137.295714;1711.134902;1158.979075;65.38107711
2017;2515.35;2585.89;2452.54;2522.07;1512326341;41592968558;2171.451429;1737.68902;1167.986294;65.29306308
2017;2511.81;2681.97;2510.22;2679.51;1263812083;42345003196;2216.111905;1767.238627;1177.614473;66.37782914
2017;2686.81;2999.91;2686.81;2868.07;1904174739;46399724055;2270.04;1800.27549;1188.195164;66.73291546
2017;2863.2;2869.38;2700.56;2735.64;1651149107;46201881714;2313.220952;1830.503922;1198.065124;58.77915161
2017;2732.16;2815.3;2670.95;2805.79;1449076620;45038070968;2356.341429;1861.76098;1208.285572;65.19624213
2017;2805.62;2901.71;2795.62;2813.33;1261414618;46377568565;2395.749048;1893.200196;1218.645428;70.61362204
2017;2823.81;2950.99;2746.55;2950.99;1607817465;46809628484;2437.437619;1926.96451;1229.647453;82.13497616
2017;2947.71;2996.6;2840.53;2964.08;2008677203;47637489620;2481.314762;1961.131961;1240.656005;80.56214071
2017;2958.11;2997.26;2518.56;2672.34;1975583681;45981996912;2506.210476;1989.371373;1250.246851;63.93257171
2017;2659.63;2789.04;2650.38;2720.72;2372858711;44936810238;2525.253333;2019.056667;1260.098945;68.96754484
2017;2717.02;2786.83;2412.94;2502.58;1594579583;43799593831;2527.875714;2043.610196;1268.859955;56.80658657
2017;2506.37;2534.71;2212.96;2459.19;1901055540;39341909495;2534.34;2067.019804;1277.43496;51.9145955
2017;2464.58;2539.92;2385.15;2519.58;1610873750;40821932337;2549.328571;2091.303922;1286.328488;51.29816594
2017;2518.56;2685.19;2484.96;2656.57;1342702753;42367543063;2579.27381;2117.551765;1295.884682;53.2293235
2017;2655.88;2662.1;2516.33;2547.97;1388967875;42488909705;2597.889048;2141.691569;1304.90093;50.80210592
2017;2548.29;2610.3;2548.29;2594.12;1237458432;42336746352;2614.339048;2166.644314;1314.096975;47.15974481
2017;2589.6;2763.45;2589.6;2718.49;1575387561;43548158023;2640.960476;2193.518431;1323.85798;44.80271296
2017;2721.79;2772.01;2660.4;2693.21;1743498571;44391409681;2660.202857;2218.434314;1333.387836;48.40712682
2017;2689.1;2723.74;2642.36;2704.41;1417746458;44226503619;2674.612857;2242.974902;1343.006234;46.0178173
2017;2705.41;2765.17;2705.41;2740.77;1033497983;44968272011;2686.975238;2267.522941;1352.793547;47.21296111
2017;2744.91;2757.94;2583.19;2610.05;926337222.2;44276696645;2689.499048;2288.623333;1362.004373;36.83426012
2017;2608.72;2682.26;2552.12;2589.86;1022550449;42966779382;2692.727143;2308.897255;1371.087144;35.62792841
2017;2589.41;2615.25;2376.29;2421.54;1288583865;41527667768;2680.442857;2325.423529;1379.312965;39.35917453
2017;2478.45;2536.53;2332.99;2536.53;1568822403;40197236471;2664.655238;2343.851176;1388.096876;42.60334594
2017;2552.45;2603.98;2484.42;2582.24;1368180714;41716600487;2657.350476;2360.698431;1397.099995;53.71319896
2017;2574.79;2588.83;2510.48;2541.86;1075823951;41934600218;2644.782381;2376.136667;1405.892075;53.86434815
2017;2539.32;2559.25;2478.43;2483.7;937901392.4;41500600222;2629.085714;2389.921176;1414.420473;48.31931199
2017;2480.84;2515.27;2419.23;2435.57;816500590.3;40836859702;2604.541905;2401.450784;1422.656254;38.70789732
2017;2434.55;2514.28;2394.84;2511.31;774739707.3;40223413323;2582.981429;2416.888824;1431.261861;48.0617532
2017;2506.47;2595;2480.47;2567;885058338;41454268437;2577.965238;2432.005882;1440.146428;48.58046145
2017;2564.06;2631.59;2559.35;2602.27;984523239.6;42661233036;2572.324762;2447.642549;1449.220955;43.29092295
2017;2601.64;2622.65;2538.55;2602.12;940907729.2;42324267937;2577.064762;2464.514706;1458.261826;44.5844877
2017;2601.99;2616.72;2581.69;2610.6;855108846.7;42767295308;2584.274762;2481.671961;1467.315507;44.40468096
2017;2608.56;2916.14;2498.87;2520.75;795842916.7;42038887408;2584.330476;2495.238824;1475.92497;37.66399785
2017;2518.66;2569.84;2492.31;2567.87;860610090.3;41539007845;2580.106667;2508.329216;1484.75603;47.39043282
2017;2571.34;2635.49;2517.59;2517.59;604168879.6;42231153309;2578.66;2518.757059;1493.295328;45.68933637
2017;2518.44;2537.16;2321.13;2366.4;678839627.7;40817237825;2567.81619;2524.460392;1500.928836;46.64247266
2017;2372.56;2413.47;2296.81;2340.78;1409258056;38995537207;2549.83;2530.305882;1508.271716;36.6248958
2017;2337.79;2423.71;2275.14;2399.01;1122298914;38756181593;2535.820476;2535.197647;1515.622672;37.69095379
2017;2398.84;2425.22;2340.83;2360.24;1010762498;39245449472;2519.431429;2535.970588;1522.894935;37.77266117
2017;2357.9;2363.25;2183.22;2226.36;767717547;37785005618;2494.935714;2531.634314;1529.510706;34.27785924
2017;2233.34;2233.34;1990.41;2007.37;986982045.1;34346519684;2466.236667;2525.436863;1534.984985;28.3575602
2017;1998.86;2058.77;1843.03;1922.72;1033100535;32032252666;2434.468095;2519.90549;1539.910682;20.51654528
2017;1929.82;2230.49;1929.82;2225.04;1167305540;33967109054;2425.110952;2523.77451;1546.1259;36.26446015
2017;2228.41;2387.61;2164.77;2329.8;1294231597;37592621361;2415.266667;2527.161765;1552.873219;39.63432728
2017;2318.88;2397.17;2260.23;2283.08;1460736007;38319359153;2401.020952;2527.836471;1559.450199;38.27800068
2017;2273.43;2900.7;2269.89;2801.6;1435910382;40792351398;2413.389524;2540.427843;1568.594483;55.10449516
2017;2817.6;2838.41;2621.85;2665.27;2279173833;44966993768;2422.035714;2547.803333;1576.890468;53.76868435
2017;2667.76;2862.42;2657.71;2810.37;1159568854;45581631723;2439.883333;2555.81451;1585.788876;56.01629486
2017;2810.12;2832.18;2653.94;2731.29;1177193750;45295672921;2450.358571;2560.71902;1594.182955;55.22708594
2017;2730.4;2777.26;2699.19;2757.5;901618210.3;45178257275;2459.43;2564.649412;1602.162856;60.18924749
2017;2754.86;2768.08;2480.96;2571.07;1128623986;43420773817;2457.944286;2565.610196;1609.926289;55.53584392
2017;2576.48;2610.76;2450.8;2527.5;1225483802;41410763804;2454.390952;2562.629608;1618.012353;53.11064091
2017;2529.45;2693.32;2529.34;2671.57;779155975.7;42692653624;2457.294286;2558.776667;1626.783488;57.17142028
2017;2671.78;2897.45;2671.78;2809.01;1187123460;45662635660;2471.020952;2560.215294;1636.231682;63.39924294
2017;2807.02;2808.76;2692.8;2729.69;1040785760;45108961349;2478.726667;2558.723137;1645.318184;67.75160726
2017;2726.45;2758.53;2644.85;2752.85;728973611.1;44592449134;2489.929524;2557.537255;1654.498582;71.03693304
2017;2757.18;2889.62;2720.61;2872.31;703399926.8;46037036089;2514.020476;2555.99451;1664.913627;68.07845065
2017;2875.34;2921.35;2685.61;2713.63;1094064903;45888974656;2531.775238;2551.083725;1674.407652;60.40703003
2017;2718.26;2762.53;2668.59;2711.93;1232875833;44815955868;2546.67619;2551.86;1683.806104;61.91865797
2017;2710.67;2813.31;2685.14;2802.24;944016937.5;45247008497;2567.72381;2553.458431;1693.674363;50.02334301
2017;2804.73;2899.33;2743.72;2899.33;951906801.4;46766265575;2599.77;2561.237843;1704.010194;58.78854328
2017;2895.89;3290.01;2874.83;3253.94;1595063563;51990748735;2659.130476;2576.821176;1716.063005;64.3910637
2017;3252.91;3293.29;3155.6;3218.02;1406395868;53335010581;2720.811429;2590.516078;1727.558886;66.24632002
2017;3213.94;3397.68;3180.89;3374.01;1213881289;54368290118;2775.524286;2604.583529;1739.952129;68.9374904
2017;3378.94;3484.85;3345.83;3419.01;1658408785;56232317367;2827.391429;2621.662745;1752.487284;78.52481296
2017;3419.94;3422.76;3247.67;3345.37;1624614653;55242986143;2877.976667;2636.393137;1764.67797;76.96766663
2017;3342.47;3453.45;3319.47;3391.23;1378263090;55815174389;2906.054286;2649.584118;1776.963627;75.37266073
2017;3381.28;3679.72;3372.12;3654.33;1772835958;57533753109;2953.152381;2668.429608;1790.549289;77.37718935
2017;3650.62;3949.92;3613.7;3883.17;2129099167;62286782771;3004.238095;2691.542549;1805.283448;84.05891246
2017;3884.71;4208.39;3857.8;4062.87;2929857153;66698944735;3067.646667;2717.466078;1821.057498;85.40785988
2017;4073.26;4323.7;3989.16;4306.43;2774568328;68861391221;3141.405238;2750.728431;1837.998458;86.32522796
2017;4325.13;4455.97;3906.18;4181.96;2925089896;69577542343;3218.114286;2781.946078;1854.238119;87.84765361
2017;4181.93;4381.23;3994.42;4374.59;2602043646;69547223799;3306.070952;2820.241176;1871.426308;89.01638883
2017;4376.63;4484.7;4243.71;4349.1;2291049129;72153449099;3385.953333;2855.781765;1888.478632;87.43792052
2017;4331.69;4370.13;4015.4;4128.86;2659080208;70206129858;3448.803333;2886.107647;1904.445507;78.08364359
2017;4160.62;4243.26;3970.55;4202.15;3055205366;67500579074;3518.920476;2918.662353;1920.77099;74.8517872
2017;4193.7;4196.29;4069.88;4108.93;2491604549;68107644316;3583.495714;2950.529608;1936.384796;72.66911956
2017;4087.66;4109.14;3988.6;4001.47;2392424790;67025089751;3637.265238;2981.233529;1951.371642;66.36994521
2017;4001.74;4128.76;3674.58;4099.95;3542738785;65051698864;3703.280476;3012.383333;1966.736219;67.28291658
2017;4100.52;4255.78;4078.41;4149.94;2621162674;68521256729;3771.757143;3043.421373;1982.264577;70.66889993
2017;4151.52;4376.39;4130.26;4346.28;2162524808;69253166451;3845.282857;3077.617647;1998.700995;72.77388032
2017;4334.68;4455.7;4307.35;4367.18;1975388889;72174095101;3915.180476;3112.226667;2015.312139;69.21832622
2017;4371.6;4379.28;4269.52;4333.51;1594584896;71507021360;3966.588571;3146.009216;2031.708955;63.56903534
2017;4352.4;4416.59;4317.29;4379.94;1494478105;71990197748;4021.918095;3182.463922;2048.219801;60.38776807
2017;4382.88;4403.93;4224.64;4381.98;1753622902;71467851471;4069.916667;3218.034706;2064.732189;52.94048963
2017;4382.66;4625.68;4352.13;4576.33;2085864444;73944224708;4125.027143;3258.402157;2082.560025;64.55744797
2017;4579.02;4626.52;4471.41;4568.66;2360344931;75310050770;4183.279048;3301.583725;2100.365095;58.29663894
2017;4565.3;4736.05;4549.4;4704.98;1864586486;76665580139;4245.838571;3347.940588;2118.777184;63.89721962
2017;4703.39;4886.73;4678.53;4879.76;2163654132;79020071789;4304.192381;3396.582745;2138.083975;80.40228675
2017;4892.01;4975.04;4469.24;4568.28;2868830490;77373634855;4336.816667;3439.877647;2155.881259;62.42694127
2017;4578.77;4714.08;4417.59;4581.11;2178595382;75805250008;4361.494762;3486.049216;2173.67494;66.95147694
